326770,T9290001023450,1,0,2.0,1.0,1,2023-10-01,2021-12-28,,,福岡県福岡市中央区高砂２丁目１９番１５号,40.0,133.0,,,,,エスティーワーク株式会社,,,,,
326771,T9290001023459,1,0,2.0,1.0,1,2023-10-01,2022-12-27,,,福岡県福岡市西区姪の浜４丁目２２番１０号,40.0,135.0,,,,,株式会社ラスタ,,,,,
326772,T9290001023509,1,0,2.0,1.0,1,2023-10-01,2022-03-07,,,福岡県福岡市博多区御供所町４番１７号,40.0,132.0,,,,,オフィス・コミュニケーションズ株式会社,,,,,
326773,T9290001023599,1,0,2.0,1.0,1,2023-10-01,2022-10-24,,,福岡県福岡市中央区高砂２丁目６番２号,40.0,133.0,,,,,株式会社大生テクノ,,,,,
326774,T9290001023616,1,0,2.0,1.0,1,2023-10-01,2022-12-14,,,福岡県福岡市中央区薬院２丁目４番１５号,40.0,133.0,,,,,株式会社ＮＡＧＡＩ,,,,,
326775,T9290001023640,1,0,2.0,1.0,1,2023-10-01,2023-02-24,,,福岡県福岡市博多区博多駅前１丁目５番１号,40.0,132.0,,,,,株式会社サイバーコネクトツー,,,,,
326776,T9290001023665,1,0,2.0,1.0,1,2023-10-01,2022-10-21,,,福岡県福岡市中央区大名１丁目１２番５号,40.0,133.0,,,,,ＣＭＡアカデミー株式会社,,,,,
326777,T9290001023673,1,0,2.0,1.0,1,2023-10-01,2023-02-02,,,福岡県福岡市中央区赤坂１丁目１６番５号,40.0,133.0,,,,,株式会社読売西部サービス,,,,,
326778,T9290001023707,1,0,2.0,1.0,1,2023-10-01,2021-12-28,,,福岡県福岡市中央区赤坂１丁目１６番５号,40.0,133.0,,,,,株式会社読売西部情報開発,,,,,
326779,T9290001023715,1,0,2.0,1.0,1,2023-10-01,2023-01-18,,,福岡県福岡市博多区上川端町９番１６８号,40.0,132.0,,,,,博多にぎわい株式会社,,,,,
326780,T9290001023723,1,0,2.0,1.0,1,2023-10-01,2022-10-27,,,福岡県福岡市博多区店屋町６番２５号,40.0,132.0,,,,,株式会社経営改善支援センター,,,,,
326781,T9290001023748,1,0,2.0,1.0,1,2023-10-01,2022-09-26,,,福岡県福岡市中央区大手門３丁目４番２２－５０３号,40.0,133.0,,,,,株式会社大濠ビジネスアドバイザリー,,,,,
326782,T9290001023772,1,0,2.0,1.0,1,2023-10-01,2022-11-17,,,福岡県福岡市博多区博多駅前４丁目３６番２９号博多ＩＢセンタービル５階,40.0,132.0,,,,,株式会社モデリックス,,,,,
326783,T9290001023797,1,0,2.0,1.0,1,2023-10-01,2021-12-28,,,福岡県福岡市博多区博多駅前３丁目２３番１２号,40.0,132.0,,,,,株式会社ＦＡＣＥ,,,,,
326784,T9290001023855,1,0,2.0,1.0,1,2023-10-01,2022-03-07,,,福岡県福岡市東区社領１丁目４番２５号,40.0,131.0,,,,,株式会社グラウンドデザイン研究所,,,,,
326785,T9290001023871,1,0,2.0,1.0,1,2023-10-01,2022-07-14,,,福岡県福岡市博多区吉塚４丁目１１番３４号,40.0,132.0,,,,,株式会社トーヨー化成,,,,,
326786,T9290001023888,1,0,2.0,1.0,1,2023-10-01,2022-09-06,,,福岡県福岡市中央区白金１丁目２番２１号,40.0,133.0,,,,,株式会社メイプルホーム,,,,,
326787,T9290001023946,1,0,2.0,1.0,1,2023-10-01,2022-12-08,,,福岡県福岡市中央区大手門２丁目１番５号,40.0,133.0,,,,,株式会社福岡トラスト,,,,,
326788,T9290001023970,1,0,2.0,1.0,1,2023-10-01,2022-04-07,,,福岡県福岡市東区みなと香椎３丁目１番１２号,40.0,131.0,,,,,株式会社博多ベジフル,,,,,
326789,T9290001023995,1,0,2.0,1.0,1,2023-10-01,2023-01-24,,,福岡県福岡市博多区博多駅前３丁目９番１２号,40.0,132.0,,,,,ディジタルエナジー株式会社,,,,,
326790,T9290001024011,1,0,2.0,1.0,1,2023-10-01,2022-07-19,,,福岡県福岡市博多区寿町２丁目４番２５号,40.0,132.0,,,,,南福岡観光株式会社,,,,,
326791,T9290001024077,1,0,2.0,1.0,1,2023-10-01,2021-12-03,,,福岡県福岡市博多区榎田２丁目３番２３号,40.0,132.0,,,,,株式会社生活科学研究会,,,,,
326792,T9290001024242,1,0,2.0,1.0,1,2023-10-01,2023-02-02,,,福岡県福岡市中央区大名２丁目１０番２９号,40.0,133.0,,,,,株式会社ライフィックス,,,,,
326793,T9290001024291,1,0,2.0,1.0,1,2023-10-01,2022-06-23,,,福岡県福岡市博多区博多駅南１丁目３番１０号,40.0,132.0,,,,,美クィーン２１株式会社,,,,,
326794,T9290001024309,1,0,2.0,1.0,1,2023-10-01,2022-12-19,,,福岡県糟屋郡新宮町花立花５丁目１番３号,40.0,345.0,,,,,株式会社リアルハウジング,,,,,
326795,T9290001024341,1,0,2.0,1.0,1,2023-10-01,2022-08-08,,,福岡県福岡市中央区今川１丁目２５番３７号,40.0,133.0,,,,,株式会社福岡医療福祉サービス,,,,,
326796,T9290001024358,1,0,2.0,1.0,1,2023-10-01,2021-10-21,,,福岡県福岡市中央区今泉２丁目１番４号今泉ビル２階,40.0,133.0,,,,,株式会社トランスメディアＧＰ,,,,,
326797,T9290001024382,1,0,2.0,1.0,1,2023-10-01,2021-11-11,,,福岡県福岡市東区土井１丁目２０番３５号,40.0,131.0,,,,,株式会社オーム電設工業,,,,,
326798,T9290001024416,1,0,2.0,1.0,1,2023-10-01,2022-06-20,,,福岡県福岡市中央区梅光園２丁目４番１９号,40.0,133.0,,,,,ＰＥＳ個人教育会株式会社,,,,,
326799,T9290001024457,1,0,2.0,1.0,1,2023-10-01,2022-12-23,,,福岡県福岡市早良区次郎丸４丁目７番４４号リベルテ２１Ｄ棟１０２号,40.0,137.0,,,,,株式会社羅漢食品,,,,,
326800,T9290001024523,1,0,2.0,1.0,1,2023-10-01,2021-11-26,,,福岡県福岡市博多区綱場町４－１１－７０１,40.0,132.0,,,,,株式会社ズーム,,,,,
326801,T9290001024531,1,0,2.0,1.0,1,2023-10-01,2022-11-11,,,福岡県福岡市早良区原１丁目３０番１７号原ビルⅡ１Ｆ,40.0,137.0,,,,,株式会社Ｐ＆Ｓ,,,,,
326802,T9290001024556,1,0,2.0,1.0,1,2023-10-01,2023-02-08,,,福岡県福岡市早良区西新１丁目１１－１８－１００６,40.0,137.0,,,,,株式会社イーシス,,,,,
326803,T9290001024580,1,0,2.0,1.0,1,2023-10-01,2023-02-06,,,福岡県福岡市博多区御供所町５番１５号,40.0,132.0,,,,,壱語屋株式会社,,,,,
326804,T9290001024614,1,0,2.0,1.0,1,2023-10-01,2021-10-12,,,福岡県福岡市東区美和台３丁目３番８号,40.0,131.0,,,,,株式会社福実,,,,,
326805,T9290001024688,1,0,2.0,1.0,1,2023-10-01,2022-11-22,,,福岡県福岡市博多区博多駅前３丁目１２番２１号,40.0,132.0,,,,,バイオアロマ株式会社,,,,,
326806,T9290001024696,1,0,2.0,1.0,1,2023-10-01,2022-05-10,,,福岡県福岡市博多区千代３丁目３番４号,40.0,132.0,,,,,ジェネシスシステム総研株式会社,,,,,
326807,T9290001024746,1,0,2.0,1.0,1,2023-10-01,2022-10-06,,,福岡県福岡市博多区冷泉町９－２６,40.0,132.0,,,,,株式会社すこやか工房,,,,,
326808,T9290001024779,1,0,2.0,1.0,1,2023-10-01,2022-09-21,,,福岡県福岡市東区香住ケ丘４丁目１番１１号,40.0,131.0,,,,,株式会社アリーナ,,,,,
326809,T9290001024820,1,0,2.0,1.0,1,2023-10-01,2021-12-14,,,福岡県福岡市中央区西中洲１番１８号,40.0,133.0,,,,,株式会社まる家福岡,,,,,
326810,T9290001024829,1,0,2.0,1.0,1,2023-10-01,2023-03-13,,,福岡県福岡市中央区天神１丁目９番１７号,40.0,133.0,,,,,株式会社エスアールエス,,,,,
326811,T9290001024886,1,0,2.0,1.0,1,2023-10-01,2022-05-17,,,福岡県福岡市博多区諸岡３丁目２５番１６号,40.0,132.0,,,,,岩田酒販株式会社,,,,,
326812,T9290001024903,1,0,2.0,1.0,1,2023-10-01,2021-12-23,,,福岡県福岡市東区箱崎ふ頭４丁目５番１２号,40.0,131.0,,,,,株式会社ワイテック,,,,,
326813,T9290001024936,1,0,2.0,1.0,1,2023-10-01,2022-07-05,,,福岡県糟屋郡粕屋町大字仲原２８４１番地５,40.0,349.0,,,,,株式会社ミムゴ,,,,,
326814,T9290001024977,1,0,2.0,1.0,1,2023-10-01,2022-06-15,,,福岡県福岡市博多区博多駅東２丁目１７番５号,40.0,132.0,,,,,株式会社ラ・メルシーズカンパニー,,,,,
326815,T9290001024993,1,0,2.0,1.0,1,2023-10-01,2021-10-19,,,福岡県福岡市博多区博多駅南１丁目８番１２号,40.0,132.0,,,,,株式会社グローバルスタンダード,,,,,
326816,T9290001025018,1,0,2.0,1.0,1,2023-10-01,2022-10-21,,,福岡県福岡市中央区渡辺通１丁目１番１号,40.0,133.0,,,,,株式会社ＫＲＣＳ,,,,,
326817,T9290001025050,1,0,2.0,1.0,1,2023-10-01,2022-04-06,,,福岡県飯塚市平恒４７７番地２９,40.0,205.0,,,,,九州アキレスエアロン株式会社,,,,,
326818,T9290001025067,1,0,2.0,1.0,1,2023-10-01,2022-06-20,,,福岡県福岡市東区社領２丁目６番１０号,40.0,131.0,,,,,株式会社マルマサ興業,,,,,
326819,T9290001025166,1,0,2.0,1.0,1,2023-10-01,2022-09-26,,,福岡県那珂川市片縄６丁目７番地１,40.0,231.0,,,,,株式会社野間タイル工業,,,,,
326820,T9290001025199,1,0,2.0,1.0,1,2023-10-01,2022-12-19,,,福岡県福岡市博多区美野島３丁目１７番２７－１号,40.0,132.0,,,,,ユーネクスト株式会社,,,,,
326821,T9290001025265,1,0,2.0,1.0,1,2023-10-01,2022-12-22,,,福岡県福岡市博多区中洲２丁目４番２０号２階,40.0,132.0,,,,,株式会社ジュネッス・カンパニー,,,,,
326822,T9290001025364,1,0,2.0,1.0,1,2023-10-01,2022-09-21,,,福岡県福岡市博多区板付４丁目７番３５号,40.0,132.0,,,,,株式会社アイデックス,,,,,
326823,T9290001025414,1,0,2.0,1.0,1,2023-10-01,2022-03-30,,,福岡県福岡市博多区博多駅東２丁目１０番１号第一福岡ビルＳ館４階,40.0,132.0,,,,,株式会社コスモス薬品,,,,,
326824,T9290001025422,1,0,2.0,1.0,1,2023-10-01,2021-12-03,,,福岡県福岡市西区今宿上ノ原２１７番地３０,40.0,135.0,,,,,株式会社ラヴィータ,,,,,
326825,T9290001025562,1,0,2.0,1.0,1,2023-10-01,2021-12-28,,,福岡県福岡市中央区今泉１丁目２番３０号,40.0,133.0,,,,,株式会社ワイズ・ヒューマン,,,,,
326826,T9290001025587,1,0,2.0,1.0,1,2023-10-01,2022-10-27,,,福岡県福岡市中央区舞鶴１丁目２番２２号,40.0,133.0,,,,,株式会社ステップアップ,,,,,
326827,T9290001025620,1,0,2.0,1.0,1,2023-10-01,2023-02-15,,,福岡県福岡市博多区博多駅前３丁目２２番８号,40.0,132.0,,,,,株式会社ＫＬ合人社,,,,,
326828,T9290001025653,1,0,2.0,1.0,1,2023-10-01,2021-10-19,,,福岡県福岡市中央区天神４丁目１番３２号天神リバーフロントビジネスセンター６階,40.0,133.0,,,,,株式会社福岡エネルギーサービス,,,,,
326829,T9290001025661,1,0,2.0,1.0,1,2023-10-01,2022-10-03,,,福岡県福岡市東区多の津５丁目３２番１５号,40.0,131.0,,,,,株式会社メディック呼吸器センター,,,,,
326830,T9290001025703,1,0,2.0,1.0,1,2023-10-01,2021-11-16,,,福岡県福岡市東区多の津５丁目２２番８号,40.0,131.0,,,,,株式会社ジーンネット,,,,,
326831,T9290001025843,1,0,2.0,1.0,1,2023-10-01,2021-11-05,,,福岡県福岡市早良区野芥５丁目３８番２８号,40.0,137.0,,,,,クローバー技建株式会社,,,,,
326832,T9290001025868,1,0,2.0,1.0,1,2023-10-01,2022-10-27,,,福岡県福岡市西区周船寺２丁目１５番５０号,40.0,135.0,,,,,泰斗興産株式会社,,,,,
326833,T9290001025876,1,0,2.0,1.0,1,2023-10-01,2022-10-21,,,福岡県福岡市早良区百道１丁目１４番２９号,40.0,137.0,,,,,株式会社キャンパスサポート西南,,,,,
326834,T9290001025901,1,0,2.0,1.0,1,2023-10-01,2022-10-21,,,福岡県福岡市中央区天神３丁目８番２０号エントリービル２Ｆ,40.0,133.0,,,,,ボンウェイ株式会社,,,,,
326835,T9290001025918,1,0,2.0,1.0,1,2023-10-01,2022-06-20,,,福岡県福岡市博多区博多駅南１丁目５番１２号,40.0,132.0,,,,,株式会社サンリッチ,,,,,
326836,T9290001025934,1,0,2.0,1.0,1,2023-10-01,2022-06-02,,,福岡県福岡市城南区別府１丁目１９番５１号,40.0,136.0,,,,,株式会社エス・ネットワーク,,,,,
326837,T9290001025967,1,0,2.0,1.0,1,2023-10-01,2022-08-26,,,福岡県福岡市南区清水１丁目２３番１４号,40.0,134.0,,,,,株式会社ルマックス,,,,,
326838,T9290001025975,1,0,2.0,1.0,1,2023-10-01,2022-11-08,,,福岡県福岡市早良区百道浜２丁目１番１号,40.0,137.0,,,,,株式会社九州日立,,,,,
326839,T9290001026008,1,0,2.0,1.0,1,2023-10-01,2022-05-12,,,福岡県福岡市東区水谷３丁目２７－４４,40.0,131.0,,,,,福新食品株式会社,,,,,
326840,T9290001026098,1,0,2.0,1.0,1,2023-10-01,2022-12-22,,,福岡県福岡市中央区那の津１丁目３番７号,40.0,133.0,,,,,ＡＮＭＩＸ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ株式会社,,,,,
326841,T9290001026115,1,0,2.0,1.0,1,2023-10-01,2022-11-02,,,福岡県福岡市博多区博多駅前３丁目２６番２９号,40.0,132.0,,,,,株式会社福岡情報ビジネスセンター,,,,,
326842,T9290001026148,1,0,2.0,1.0,1,2023-10-01,2022-06-14,,,福岡県福岡市東区箱崎７丁目１０番６８号,40.0,131.0,,,,,株式会社ヒラオフーズ,,,,,
326843,T9290001026156,1,0,2.0,1.0,1,2023-10-01,2023-02-21,,,福岡県福岡市博多区博多駅前２丁目１番１号福岡朝日ビル４階,40.0,132.0,,,,,株式会社博多防災ビルシステム,,,,,
326844,T9290001026197,1,0,2.0,1.0,1,2023-10-01,2021-10-19,,,福岡県福岡市博多区沖浜町１１番１０号,40.0,132.0,,,,,株式会社きんぶん図書,,,,,
326845,T9290001026222,1,0,2.0,1.0,1,2023-10-01,2023-03-16,,,福岡県那珂川市片縄４丁目１００番地,40.0,231.0,,,,,株式会社兼太工業,,,,,
326846,T9290001026247,1,0,2.0,1.0,1,2023-10-01,2023-02-09,,,福岡県福岡市南区的場１丁目２４番３号,40.0,134.0,,,,,イトケンテクノ株式会社,,,,,
326847,T9290001026255,1,0,2.0,1.0,1,2023-10-01,2022-10-27,,,福岡県福岡市中央区長浜２丁目３番６号,40.0,133.0,,,,,株式会社Ｔ・フィールド,,,,,
326848,T9290001026263,1,0,2.0,1.0,1,2023-10-01,2022-11-08,,,福岡県福岡市博多区博多駅前３丁目３０番２９号,40.0,132.0,,,,,株式会社アクセス,,,,,
326849,T9290001026271,1,0,2.0,1.0,1,2023-10-01,2022-06-24,,,福岡県糟屋郡宇美町大字井野字稲木３６９番地８,40.0,341.0,,,,,福岡ロジテム株式会社,,,,,
326850,T9290001026305,1,0,2.0,1.0,1,2023-10-01,2022-06-17,,,福岡県福岡市南区曰佐３丁目３３番１５号,40.0,134.0,,,,,高木情報産業株式会社,,,,,
326851,T9290001026346,1,0,2.0,1.0,1,2023-10-01,2022-08-04,,,福岡県福岡市博多区博多駅東２丁目８番２６号,40.0,132.0,,,,,株式会社環境技術センター九州,,,,,
326852,T9290001026354,1,0,2.0,1.0,1,2023-10-01,2022-07-29,,,福岡県那珂川市恵子６丁目５番１１号,40.0,231.0,,,,,株式会社テイク工業,,,,,
326853,T9290001026370,1,0,2.0,1.0,1,2023-10-01,2022-11-17,,,福岡県福岡市城南区飯倉１丁目６番２７号,40.0,136.0,,,,,株式会社ウィルリレーション,,,,,
326854,T9290001026379,1,0,2.0,1.0,1,2023-10-01,2021-11-16,,,福岡県福岡市早良区野芥６丁目４番１０号,40.0,137.0,,,,,株式会社クリーンプレーヤーズ元気,,,,,
326855,T9290001026395,1,0,2.0,1.0,1,2023-10-01,2022-10-20,,,福岡県福岡市東区八田１丁目１１番３８号,40.0,131.0,,,,,株式会社フジタビルメンサービス,,,,,
326856,T9290001026404,1,0,2.0,1.0,1,2023-10-01,2022-12-16,,,福岡県福岡市博多区博多駅南６丁目４番２４号,40.0,132.0,,,,,株式会社ハマダ印刷,,,,,
326857,T9290001026412,1,0,2.0,1.0,1,2023-10-01,2022-07-28,,,福岡県福岡市南区若久４丁目４番６号,40.0,134.0,,,,,株式会社エフテック,,,,,
326858,T9290001026494,1,0,2.0,1.0,1,2023-10-01,2022-09-22,,,福岡県福岡市中央区赤坂１丁目１０番９号,40.0,133.0,,,,,株式会社グローバルコミュニケーションズ,,,,,
326859,T9290001026577,1,0,2.0,1.0,1,2023-10-01,2022-11-17,,,福岡県福岡市博多区築港本町８番２０号,40.0,132.0,,,,,株式会社Ｅ．Ｒ,,,,,
326860,T9290001026585,1,0,2.0,1.0,1,2023-10-01,2023-02-02,,,福岡県那珂川市大字埋金８２８番地１,40.0,231.0,,,,,株式会社グリーン・グレース,,,,,
326861,T9290001026668,1,0,2.0,1.0,1,2023-10-01,2022-12-19,,,福岡県那珂川市片縄４丁目１３０番地,40.0,231.0,,,,,株式会社　Ｗｏｒｋｅｒ　Ｂｅｅ　Ｃｏｒｐｏｒａｔｉｏｎ,,,,,
326862,T9290001026692,1,0,2.0,1.0,1,2023-10-01,2022-08-17,,,福岡県福岡市早良区大字西２０３２番地の６,40.0,137.0,,,,,株式会社福岡日野組,,,,,
326863,T9290001026759,1,0,2.0,1.0,1,2023-10-01,2023-03-29,,,福岡県福岡市中央区今川１丁目１８番１２号,40.0,133.0,,,,,株式会社アルテ,,,,,
326864,T9290001026783,1,0,2.0,1.0,1,2023-10-01,2022-06-23,,,福岡県福岡市中央区桜坂３丁目１１番６５号,40.0,133.0,,,,,株式会社クローバー管理,,,,,
326865,T9290001026791,1,0,2.0,1.0,1,2023-10-01,2022-08-26,,,福岡県糸島市波多江駅北３丁目２１－１８,40.0,230.0,,,,,株式会社バックアップ,,,,,
326866,T9290001026809,1,0,2.0,1.0,1,2023-10-01,2023-02-14,,,福岡県福岡市博多区東比恵２丁目１番１８号,40.0,132.0,,,,,オールイ株式会社,,,,,
326867,T9290001026817,1,0,2.0,1.0,1,2023-10-01,2023-03-22,,,福岡県福岡市南区三宅１丁目１番６－２０２号,40.0,134.0,,,,,株式会社クレイン,,,,,
326868,T9290001026825,1,0,2.0,1.0,1,2023-10-01,2021-11-01,,,福岡県福岡市博多区堅粕４丁目１５番１号,40.0,132.0,,,,,株式会社つちや,,,,,
326869,T9290001026882,1,0,2.0,1.0,1,2023-10-01,2023-03-14,,,福岡県福岡市早良区野芥３丁目２７番３０号,40.0,137.0,,,,,株式会社ロデスマン,,,,,
326870,T9290001026916,1,0,2.0,1.0,1,2023-10-01,2023-03-02,,,福岡県福岡市南区大平寺２丁目３２番１３号,40.0,134.0,,,,,エムテックサービス株式会社,,,,,
